Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
4/6/04,MFIC US,MidCap Financial Investment Co,930,15,0,62000000.00,"UBS, Citi, JP Morgan",Financial,0,34.9467,NASDAQ GS
4/6/04,ABR US,Arbor Realty Trust Inc,135.874,20,2.5,6272500.00,Wells Fargo,Financial,298.99,64.9392,New York
4/5/04,2613856D US,Memory Pharmaceuticals Corp,40.25,7,20,5000000.00,UBS,"Consumer, Non-cyclical",136.21,, 
4/1/04,NAL US,NewAlliance Bancshares Inc,1024.94,10,51.70000076,102494000.00,Stifel,Financial,0,0.00199989, 
3/31/04,SNTS US,Santarus Inc,62.1,9,12.22222233,6000000.00,"UBS, TD Securities","Consumer, Non-cyclical",254.9,, 
3/31/04,1523541D US,Simplicity Bancorp Inc,56.8675,10,34.90000153,5686750.00,Stifel,Financial,0,, 
3/31/04,MCHX US,Marchex Inc,29.9,6.5,36.61538315,4000000.00,Sanders Morris Harris LLC,Communications,79.9,64.869,NASDAQ GS
3/31/04,1699715D US,Osage Bancshares Inc,0,10,20,,Stifel,Financial,0,, 
3/30/04,CUTRQ US,Cutera Inc,56.8652,14,0,3532000.00,Piper Sandler & Co,"Consumer, Non-cyclical",141.23,6.40512, 
3/25/04,CSQ US,Calamos Strategic Total Return Fund,2107.5,15,0,140500000.00,"Citi, BofA Securities, UBS",Financial,0,32.2082,NASDAQ GS
3/25/04,UTF US,Cohen & Steers Infrastructure Fund Inc,825,20,0.050000001,41250000.00,"Citi, AG Edwards & Sons LLC, Wells Fargo, UBS, BofA Securities",Financial,0,29.8707,New York
3/25/04,JFR US,Nuveen Floating Rate Income Fund/Closed-end Fund,627,15,0.266666681,41800000.00,Citi,Financial,0,39.7102,New York
3/25/04,BDT US,BlackRock Strategic Equity Dividend Trust,382.5,15,0,25500000.00,BofA Securities,Financial,0,, 
3/25/04,MFD US,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,179.5,20,0,8500000.00,BofA Securities,Financial,0,3.75928, 
3/25/04,NDD US,Neuberger Berman Dividend Advantage Fund Inc,116,20,0,5800000.00,BofA Securities,Financial,0,, 
3/25/04,HOSSQ US,Hornbeck Offshore Services Inc,79.6432,13,1.923076868,6000000.00,"Goldman Sachs, Jefferies, Piper Sandler & Co, Johnson Rice & Co LLC",Industrial,266.86,0.00081486, 
3/25/04,ANDS US,Anadys Pharmaceuticals Inc,48.9576,7,0.857142866,6250000.00,TD Securities,"Consumer, Non-cyclical",150.06,, 
3/24/04,UCTT US,Ultra Clean Holdings Inc,47.0424,7,7.142857075,6000000.00,UBS,Technology,113.72,98.1674,NASDAQ GS
3/22/04,SBNY US,Signature Bank/New York NY,83.7,15.5,25.61290359,5400000.00,,Financial,0,6.00567,OTC US
3/18/04,HSA US,Helios Strategic Income Fund Inc,362.25,15,5,21000000.00,Raymond James & Associates,Financial,0,, 
3/18/04,2499886D US,CapLease Inc,241.5,10.5,27.7142849,20000000.00,B Riley Financial Inc,Financial,0,5.22408, 
3/17/04,COHN US,Cohen & Co Inc,130,13,-1.923076868,10000000.00,"JP Morgan, WR Hambrecht + Co LLC",Financial,136.17,4.06832,NYSEAmerican
3/17/04,TBHS US,Bank Holdings/The,17.0775,11,31.81818199,1350000.00,DA Davidson & Co,Financial,0,, 
3/16/04,1881651D US,Tercica Inc,56.925,9,0,5500000.00,Lehman Brothers,"Consumer, Non-cyclical",212.002,, 
3/16/04,BGMS US,Bio Green Med Solution Inc,33.6,8,-8.625,4200000.00,"Piper Sandler & Co, RBC Capital Markets","Consumer, Non-cyclical",118.18,6.52322,NASDAQ CM
3/15/04,TNS US,TNS Inc,79.56,18,0,4420000.00,"Lehman Brothers, JP Morgan","Consumer, Non-cyclical",482.01,, 
3/4/04,CSBK US,Clifton Bancorp Inc,137.387,10,22.5,13738700.00,Stifel,Financial,0,0.3217, 
2/24/04,IGR US,CBRE Global Real Estate Income,1515,15,0.733333349,90000000.00,"Citi, AG Edwards & Sons LLC, BofA Securities, UBS, Wells Fargo",Financial,0,32.0608,New York
2/24/04,WIW US,Western Asset Inflation-Linked Opportunities & Income Fund,916.125,15,0,53350000.00,BofA Securities,Financial,0,63.7097,New York
2/24/04,HTD US,John Hancock Tax-Advantaged Dividend Income Fund,760,20,0,38000000.00,UBS,Financial,0,15.8964,New York
2/24/04,SCD US,LMP Capital and Income Fund Inc,594,20,0.050000001,29700000.00,Citi,Financial,0,45.3586,New York
2/24/04,UTG US,Reaves Utility Income Fund,453,20,0.050000001,20000000.00,BofA Securities,Financial,0,39.6147,NYSEAmerican
2/24/04,TYG US,Tortoise Energy Infrastructure Corp,315,25,0,11000000.00,Stifel,Financial,625,32.0684,New York
2/23/04,KCI US,Kinetic Concepts Inc,621,30,34.66666794,18000000.00,"BofA Securities, JP Morgan","Consumer, Non-cyclical",1944.41,0.00739184, 
2/19/04,CHRK US,Cherokee International Corp,110.055,14.5,13.79310322,6600000.00,UBS,Industrial,278.1,, 
2/18/04,DVAX US,Dynavax Technologies Corp,51.75,7.5,25.33333397,6000000.00,"Deutsche Bank, JP Morgan","Consumer, Non-cyclical",177.55,91.4037, 
2/18/04,MSE/U US,Milestone Scientific Inc,9.3888,6.52,-0.306748182,1440000.00,Paulson Investment Co Inc,"Consumer, Non-cyclical",63.01,, 
2/12/04,ETWCU US,etrials Worldwide Inc,24.15,6,1,3500000.00,EarlyBirdCapital.com,Technology,26.25,, 
2/11/04,HTH US,Hilltop Holdings Inc,480.704,19,0,24508600.00,"BofA Securities, Citi",Financial,763.06,85.0675,New York
2/11/04,1893091D US,Bristol West Holdings Inc,345,20,14,15000000.00,"JP Morgan, UBS",Financial,612.5,, 
2/11/04,2537769D US,Qualcomm Atheros Inc,144.9,14,25.7142849,9000000.00,Morgan Stanley,Communications,636.32,, 
2/11/04,ANSVQ US,Anesiva Inc,110.4,16,33.75,6000000.00,"UBS, Lehman Brothers","Consumer, Non-cyclical",417.81,, 
2/6/04,ALSM US,AlphaSmart Inc,26.4,6,3.166666746,4400000.00,Jefferies,Technology,87.82,, 
2/5/04,ENTN US,Entorian Technologies Inc,145.47,13,14.46153831,10000000.00,Morgan Stanley,Technology,654.91,, 
2/5/04,SMBI US,Symbion Inc/TN,124.2,15,24.20000076,7200000.00,UBS,"Consumer, Non-cyclical",294.08,, 
2/5/04,BKRSQ US,Bakers Footwear Group Inc,19.251,7.75,6.967741966,2160000.00,,"Consumer, Cyclical",39.1179,, 
2/5/04,DSTIU US,DayStar Technologies Inc,10.5,5,-1,2100000.00,Paulson Investment Co Inc,Energy,17.66,, 
2/4/04,AIZ US,Assurant Inc,2024,22,12.27272701,80000000.00,Morgan Stanley,Financial,3191.58,104.199,New York
2/4/04,THE US,Todco,165.6,12,14.16666698,12000000.00,Morgan Stanley,Energy,144,, 
2/4/04,AACC US,Asset Acceptance Capital Corp,120.75,15,11.19999981,7000000.00,JP Morgan,Financial,558.38,, 
2/4/04,RNVS US,Renovis Inc,75.9,12,20.83333397,5500000.00,Goldman Sachs,"Consumer, Non-cyclical",284.02,0.520331, 
2/3/04,526356Q US,Bancorp Bank/The,89.8438,12.5,28,6250000.00,B Riley Financial Inc,Financial,121.88,, 
2/2/04,TRW US,ZF TRW Automotive Holdings Corp,675.861,28,-3.214285612,24137900.00,"UBS, JP Morgan, Goldman Sachs","Consumer, Cyclical",2769.6,, 
2/2/04,ONCT US,Oncternal Therapeutics Inc,78.3,14.5,-11.03448296,5400000.00,Goldman Sachs,"Consumer, Non-cyclical",356.6,0.847299, 
1/29/04,EYET US,Oldtech Inc,156.975,21,54.2857132,6500000.00,"Morgan Stanley, BofA Securities","Consumer, Non-cyclical",809.24,, 
1/27/04,ETG US,Eaton Vance Tax-Advantaged Global Dividend Income Fund,1400,20,0,70000000.00,"UBS, BofA Securities, Citi",Financial,0,17.6142,New York
1/27/04,RTU US,Cohen & Steers REIT and Utility Income Fund Inc,1175.7,20,0.25,52500000.00,BofA Securities,Financial,0,, 
1/27/04,2006897D US,Guggenheim Enhanced Equity Strategy Fund,605,20,0,25600000.00,BofA Securities,Financial,0,1.64406, 
1/27/04,0000492D US,Pioneer Municipal and Equity Income Trust,430.5,15,0,25600000.00,BofA Securities,Financial,0,, 
1/27/04,JTA US,Nuveen Tax-Advantaged Total Return Strategy Fund,267,20,0,13350000.00,Citi,Financial,0,4.45432, 
1/26/04,0759976D US,Government Properties Trust Inc,193.2,10,30.29999924,16800000.00,B Riley Financial Inc,Financial,180.23,, 
1/22/04,PRPX US,LB Foster Rail Technologies Inc,20.95,10,-0.400000006,2000000.00,RBC Capital Markets,Industrial,85.23,, 
1/13/04,ENLC US,EnLink Midstream LLC,51.7121,19.5,30.2564106,2306000.00,AG Edwards & Sons LLC,Energy,228.8,10.9288, 
1/8/04,KSP US,Kirby Offshore Marine LLC,97.8775,23.5,15.27659607,3625000.00,Lehman Brothers,Industrial,97.88,, 
1/6/04,2451566D US,Cheviot Financial Corp,43.8844,10,33.20000076,4388440.00,Stifel,Financial,0,, 
12/30/03,WRKC US,Window Rock Capital Holdings Inc,15,0,,1000000.00,,Financial,0,0.176743, 
12/18/03,BDV US,BlackRock Equity Dividend Trust,720,15,0,48000000.00,"BofA Securities, AG Edwards & Sons LLC",Financial,0,, 
12/18/03,LUMCQ US,Luminent Mortgage Capital Inc,148.2,13,4.307692528,11400000.00,B Riley Financial Inc,Financial,300.35,0.0120139, 
12/18/03,0121648D US,Old RMR Real Estate Income Fund,100.005,15,0,6667000.00,RBC Capital Markets,Financial,0,, 
12/18/03,KNTA US,Kintera Inc,40.25,7,47.1428566,5000000.00,TD Securities,Technology,159.65,, 
12/17/03,SGI US,Somnigroup International Inc,301.875,14,10.71428585,18750000.00,"Goldman Sachs, Lehman Brothers","Consumer, Cyclical",1361.73,104.231,New York
12/17/03,FBTXQ US,Franklin Bank Corp,154.215,14.5,22.75862122,9248270.00,B Riley Financial Inc,Financial,287.65,, 
12/17/03,PRVD US,Provide Commerce Inc,69.7515,15,-13.33333302,4334000.00,"Raymond James & Associates, Roth Capital Partners Inc, TD Securities",Communications,170.41,, 
12/17/03,KNOL US,Knology Inc,54,9,4.222222328,6000000.00,UBS,Communications,204.98,, 
12/17/03,LITS US,Lite Strategy Inc,15.6,7.5,0,2080000.00,Janney Montgomery Scott LLC,"Consumer, Non-cyclical",425.14,27.3648,NASDAQ CM
12/16/03,ORBZ US,Orbitz Inc,316.68,26,-3.923076868,12180000.00,Goldman Sachs,"Consumer, Cyclical",332.43,, 
12/16/03,UTI US,Universal Technical Institute Inc,176.812,20.5,28.53658485,7500000.00,UBS,"Consumer, Non-cyclical",567.72,101.916,New York
12/16/03,987444Q US,Falcon Financial Investment Trust,129.375,9,0.555555582,12500000.00,B Riley Financial Inc,Financial,126.95,, 
12/16/03,MIGP US,Mercer Insurance Group Inc,62.611,10,21.5,6261100.00,Sandler O'Neill & Partners,Financial,68.49,, 
12/15/03,3141817Q US,Highland Hospitality Corp,345,10,6.5,30000000.00,B Riley Financial Inc,Financial,353.82,, 
12/12/03,NAXG US,Natural Golf Corp,12.5,5,0,2500000.00,Gilford Securities Inc,"Consumer, Cyclical",25.11,, 
12/12/03,BWEL/U CN,Bluma Wellness Inc,0.34083,0.15,92.95706177,3000000.00,Octagon Capital Canada,"Consumer, Non-cyclical",0,, 
12/11/03,629563Q US,Cleveland-Cliffs Steel LLC,531.3,28,25.7142849,16500000.00,"UBS, Goldman Sachs",Basic Materials,2659.88,, 
12/11/03,CMP US,Compass Minerals International Inc,216.775,13,5.769230843,14500000.00,"Goldman Sachs, UBS",Basic Materials,392.29,106.328,New York
12/11/03,CENF US,Central Freight Lines Inc,146.625,15,15.66666698,8500000.00,JP Morgan,Industrial,264.49,, 
12/10/03,NNI US,Nelnet Inc,180.323,21,3.809523821,8000000.00,"BofA Securities, JP Morgan",Financial,819.32,43.2931,New York
12/10/03,NPTT US,NPTest Holding Corp,175.2,12,-4.25,14600000.00,Citi,Technology,479.34,, 
12/9/03,VAPHQ US,Vaso Active Pharmaceuticals Inc,8.3375,5,10,1450000.00,Kashner Davidson,"Consumer, Non-cyclical",0,, 
12/4/03,CVP US,Centerplate Inc,251.782,15,1.733333349,16785400.00,CIBC,"Consumer, Cyclical",353.31,, 
12/3/03,AEL US,American Equity Investment Life Holding Co,186.3,9,0.555555582,18700000.00,BofA Securities,Financial,299.65,39.0344, 
12/1/03,EMD US,Western Asset Emerging Markets Debt Fund Inc,60,20,0,3000000.00,Citi,Financial,0,41.338,New York
11/25/03,3287405Q US,Open Solutions Inc,97.75,17,9.776470184,5000000.00,JP Morgan,Technology,272.6,, 
11/25/03,SNX US,TD SYNNEX Corp,82.012,14.5,-2.068965435,5400000.00,"BofA Securities, Raymond James & Associates, JP Morgan",Industrial,372.18,101.888,New York
11/24/03,GDV US,Gabelli Dividend & Income Trust/The,1654,20,0,73000000.00,"AG Edwards & Sons LLC, Citi, BofA Securities",Financial,0,35.5773,New York
11/24/03,EFR US,Eaton Vance Senior Floating-Rate Trust,600,20,0,30000000.00,"BofA Securities, UBS",Financial,0,37.3659,New York
11/24/03,SIRV US,SIRVA Inc,389.473,18.5,-2.162162066,21052600.00,"Goldman Sachs, UBS",Industrial,1296.57,9.89E-05, 
11/24/03,PNCLQ US,Pinnacle Airlines Corp,271.6,14,-5,19400000.00,Morgan Stanley,"Consumer, Cyclical",306.49,0.0495734, 
11/24/03,NXST US,Nexstar Media Group Inc,140,14,-5.357142925,10000000.00,BofA Securities,Communications,141.54,107.426,NASDAQ GS
11/24/03,CONNQ US,Conn's Inc,66.815,14,7.428571224,4150000.00,"Truist Securities Inc, Stephens Inc","Consumer, Cyclical",313.77,44.7223, 
11/20/03,OXSQ US,Oxford Square Capital Corp,149.999,15,0,8695650.00,UBS,Financial,130.43,5.04698,NASDAQ GS
11/20/03,BWLD US,Buffalo Wild Wings Inc,58.65,17,35,3000000.00,"TD Securities, RBC Capital Markets","Consumer, Cyclical",131.11,, 
11/19/03,NMZ US,Nuveen Municipal High Income Opportunity Fund,307.5,15,1.666666627,20500000.00,"Wells Fargo, AG Edwards & Sons LLC, Nuveen Investments Inc",Financial,0,14.774,New York
11/19/03,9998865D US,Whiting Petroleum Corp,267.375,15.5,4.967741966,15000000.00,BofA Securities,Energy,290.44,73.7855, 
11/19/03,CALD US,Callidus Software Inc,80.5,14,24.0714283,5000000.00,"Citi, Lehman Brothers, US Bancorp",Technology,314.84,0.365694, 
11/13/03,XPRT US,LECG Corp,146.625,17,23.70588303,7500000.00,UBS,"Consumer, Non-cyclical",349.42,, 
11/12/03,1469085D US,Tessera Technologies Inc,112.125,13,42.30769348,7500000.00,"Lehman Brothers, BofA Securities",Technology,491.83,, 
11/11/03,2640049D US,Marlin Business Services Corp,70.84,14,15.35714245,4400000.00,"William Blair & Co LLC, US Bancorp",Financial,150.44,4.90624, 
11/10/03,CNVS US,Cineverse Corp,6.9,5,22,1200000.00,Joseph Gunnar & Co,Communications,36.49,15.7061,NASDAQ CM
11/6/03,2311849D US,Quality Distribution Inc,133.875,17,10.30000019,7000000.00,UBS,"Consumer, Cyclical",305.78,, 
11/5/03,3339188Q US,Pharmion Corp,84,14,0,6000000.00,Morgan Stanley,"Consumer, Non-cyclical",353.01,, 
11/5/03,NTMD US,NitroMed Inc,66,11,-15.54545498,6000000.00,"JP Morgan, Deutsche Bank","Consumer, Non-cyclical",279.82,, 
11/5/03,CFHI US,Coast Financial Holdings Inc,22.08,12,12.08333302,1600000.00,Stifel,Financial,41.95,, 
10/31/03,518570Q LN,Ocean Power Technologies Inc,42.405,125,0.800000012,20000000.00,Investec,Energy,106.539,, 
10/30/03,OVNT US,Overnite Corp,522.5,19,16.63157845,25000000.00,"UBS, Morgan Stanley",Industrial,530.35,, 
10/30/03,FMD US,First Marblehead Corp/The,230,16,38.4375,12500000.00,Goldman Sachs,Financial,960.97,, 
10/30/03,GTOPQ US,Genitope Corp,37.6187,9,11.11111069,3700000.00,WR Hambrecht + Co LLC,"Consumer, Non-cyclical",154.24,, 
10/30/03,CAPEQ US,Cape Fear Bank Corp,7.8488,9.75,9.743589401,805000.00,McKinnon & Co Inc,Financial,0,, 
10/29/03,NRO US,Neuberger Real Estate Securiti,500.25,15,0,29000000.00,"BofA Securities, AG Edwards & Sons LLC, Lehman Brothers",Financial,0,36.0199,NYSEAmerican
10/29/03,MYOG US,Myogen Inc,80.5,14,6.428571224,5000000.00,"JP Morgan, UBS","Consumer, Non-cyclical",359.23,1.09098, 
10/29/03,1797629D US,Amgen Rockville Inc,72,12,0,6000000.00,Lehman Brothers,"Consumer, Non-cyclical",320.1,, 
10/28/03,FRA US,BlackRock Floating Rate Income Strategies Fund Inc,322.5,20,0,16125000.00,BofA Securities,Financial,0,36.5462,New York
10/28/03,CHLE US,Centennial Specialty Foods Corp,7.75,5,-12,1550000.00,JP Turner,"Consumer, Non-cyclical",25.25,,OTC US
10/23/03,CRI US,Carter's Inc,136.562,19,29.7368412,6250000.00,Goldman Sachs,"Consumer, Cyclical",518.36,112.382,New York
10/22/03,FPO US,First Potomac Realty Trust,129.375,15,7.333333492,7500000.00,"RBC Capital Markets, KeyBanc Capital Markets",Financial,112.64,0.697985, 
10/20/03,RPFG US,Rainier Pacific Financial Group Inc,84.4284,10,69.90000153,8442840.00,Stifel,Financial,0,,OTC US
10/17/03,1083273D US,Flatbush Federal Bancorp Inc,8.7021,8,63.75,1087760.00,,Financial,0,, 
10/16/03,MBRKQ US,MiddleBrook Pharmaceuticals Inc,60,10,0,6000000.00,Lehman Brothers,"Consumer, Non-cyclical",227.6,, 
10/15/03,MAV US,Pioneer Municipal High Income Advantage Fund Inc,307.5,15,0,20500000.00,"BofA Securities, UBS",Financial,0,9.85301, 
10/10/03,ONMDQ US,Vertical Health Solutions Inc,8.1,6,,1350000.00,Kashner Davidson,"Consumer, Non-cyclical",19.28,, 
10/9/03,DNET US,DigitalNet Holdings Inc,97.75,17,23.29411697,5000000.00,"Citi, UBS",Technology,263.05,, 
10/7/03,ACUS US,Acusphere Inc,52.5,14,0.214285716,3750000.00,TD Securities,"Consumer, Non-cyclical",199.79,,OTC US
10/3/03,ABNJ US,American Bancorp of New Jersey Inc,16.6635,10,62,1666350.00,Houlihan Lokey,Financial,0,, 
10/2/03,LKQ US,LKQ Corp,104.65,13,15.38461494,7000000.00,Robert W Baird & Co,"Consumer, Cyclical",248.56,115.136,NASDAQ GS
9/26/03,IIA US,ING Clarion Real Estate Income Fund,210,15,0,14000000.00,"AG Edwards & Sons LLC, BofA Securities",Financial,0,, 
9/25/03,EVT US,Eaton Vance Tax-Advantaged Dividend Income Fund,1320,20,0,66000000.00,UBS,Financial,0,17.5313,New York
9/25/03,WIA US,Western Asset Inflation - Linked Securities & Income Fund,382.5,15,0.333333343,25500000.00,"BofA Securities, Citi",Financial,0,73.9917,New York
9/25/03,JDD US,Nuveen Diversified Dividend and Income Fund,281.25,15,0.06666667,18750000.00,Citi,Financial,0,7.91583, 
9/25/03,BKK US,BlackRock Municipal 2020 Term Trust,277.5,15,0,18500000.00,"BofA Securities, UBS",Financial,0,10.4482, 
9/25/03,FCM US,First Trust/Four Corners Senior Floating Rate Income Fund,87.5,20,0,4375000.00,Raymond James & Associates,Financial,0,, 
9/25/03,BFO US,BlackRock Florida Municipal 2020 Term Trust,75,15,0,5000000.00,UBS,Financial,0,, 
9/24/03,AGCCQ US,Anchor Glass Container Corp,138,16,5,7500000.00,"BofA Securities, UBS",Industrial,374.12,, 
9/24/03,REDEQ US,Red Envelope Inc,30.8,14,3.928571463,2200000.00,WR Hambrecht + Co LLC,Communications,119.06,0.000314868, 
9/23/03,AMIS US,AMIS Holdings Inc,600,20,0.5,30000000.00,"Goldman Sachs, UBS",Technology,1437.3,, 
9/23/03,JRN US,Journal Communications Inc,297.562,15,8.333333015,17250000.00,"Morgan Stanley, Robert W Baird & Co",Communications,258.75,0.25233, 
9/18/03,SGTL US,SigmaTel LLC,172.5,15,32,10000000.00,BofA Securities,Technology,503.55,, 
9/18/03,TRO CN,Taranis Resources Inc,0.941553,0.35,1.70E-06,3428570.00,Northern Securities Inc,Basic Materials,0,,Venture
9/17/03,1468826D US,NFP Corp,239.822,23,14.13043499,9066980.00,"Goldman Sachs, BofA Securities",Financial,724.12,, 
8/27/03,FVD US,First Trust Value Line Dividend Index Fund,450,15,0,30000000.00,AG Edwards & Sons LLC,Funds,0,67.9625,NYSE Arca
8/27/03,FTF US,Franklin Ltd Duration Income Trust,369,15,0,24600000.00,Citi,Financial,0,52.6877,NYSEAmerican
8/26/03,SRO US,DWS RREEF Real Estate Fund II Inc,525,15,0,35000000.00,UBS,Financial,0,, 
8/26/03,PFL US,PIMCO Income Strategy Fund,325,20,0.050000001,16250000.00,BofA Securities,Financial,0,15.1815,New York
8/26/03,FLC US,Flaherty & Crumrine Total Return Fund,235,25,0,9000000.00,BofA Securities,Financial,0,33.5959,New York
8/26/03,AHT US,Ashford Hospitality Trust Inc,218.107,9,0,22500000.00,B Riley Financial Inc,Financial,215.61,18.4434,New York
8/26/03,MZF US,Managed Duration Investment Grade Municipal Fund,106.5,15,0,7100000.00,AG Edwards & Sons LLC,Financial,0,6.23513, 
8/25/03,NHRXU US,Convey Health Solutions Inc,24.15,6,0,3500000.00,EarlyBirdCapital.com,Technology,25.5,, 
8/18/03,MODVQ US,ModivCare Inc,59.34,12,16.66666603,4300000.00,Truist Securities Inc,"Consumer, Non-cyclical",92.42,49.8335, 
8/13/03,TXTM US,ProText Mobility Inc,1.237,0.5,-30,2474000.00,,Communications,9.24,,OTC US
8/12/03,KNBT US,KNBT Bancorp Inc,202.012,10,68.80000305,20201200.00,Sandler O'Neill & Partners,Financial,0,, 
8/12/03,GLCu CN,Great Lakes Carbon Income Fund,136.789,10,3.099999905,18500000.00,BMO Capital Markets,Financial,0,, 
8/12/03,GOOD US,Gladstone Commercial Corp,113.85,15,0.200000003,6600000.00,RBC Capital Markets,Financial,99.78,52.8049,NASDAQ GS
8/12/03,TCBI US,Texas Capital Bancshares Inc,75.9,11,9,6000000.00,Lehman Brothers,Financial,268.69,105.175,NASDAQ GS
8/11/03,1940257D US,Direct General Corp,167.418,21,19.04761887,6932410.00,Stifel,Financial,447.89,, 
8/6/03,CSE US,CapitalSource Inc,339.735,14.5,25.51724052,21300000.00,"Citi, UBS, Wells Fargo",Financial,1673.24,, 
8/5/03,1990431D US,Liberty Bell Bank,13,10,7.5,1300000.00,Stifel,Financial,0,, 
8/1/03,XXMICXX US,Muni California Intermediate Duration Fund Inc,1,0,,,BofA Securities,Financial,0,, 
7/31/03,CTDBQ US,Citadel Broadcasting Corp/Old,480.7,19,8.684210777,22000000.00,"Goldman Sachs, UBS",Communications,2272.61,, 
7/30/03,NTGR US,NETGEAR Inc,112.7,14,26.3571434,7000000.00,Lehman Brothers,Communications,381.2,99.8615,NASDAQ GS
7/29/03,MUI US,BlackRock Municipal Income Fun,569.625,15,0,33350000.00,BofA Securities,Financial,0,52.3202, 
7/29/03,PSW US,BlackRock Credit Allocation Income Trust I Inc,256.875,25,0,9600000.00,BofA Securities,Financial,0,, 
7/29/03,MNE US,BlackRock Muni New York Intermediate Duration Fund Inc,62.625,15,0,4000000.00,BofA Securities,Financial,0,, 
7/28/03,NCZ US,Virtus Convertible & Income Fund II,825,15,0,55000000.00,"Citi, BofA Securities, UBS",Financial,0,29.8553,New York
7/28/03,BLW US,BlackRock Limited Duration Income Trust,734,20,0,34300000.00,BofA Securities,Financial,0,33.7249,New York
7/28/03,EHI US,Western Asset Global High Income Fund Inc,435,15,0,29000000.00,Citi,Financial,0,34.612,New York
